SYSTEM,STANDARD_IDENTIFIER,STANDARD_DISPLAY,RANK
LOINC,49136-5,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma,3473
LOINC,4477-6,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,2616
LOINC,4478-4,Complement C1q [Mass/volume] in Serum or Plasma,3194
LOINC,4484-2,Complement C2 [Mass/volume] in Serum or Plasma,6527
LOINC,44813-4,Hepatitis C virus c22p Ab [Presence] in Serum by Immunoblot,11381
LOINC,30195-2,Fatty acids.very long chain C24:0 (Tetracosanoate) [Moles/volume] in Serum or Plasma,3791
LOINC,6053-3,Brome IgE Ab [Units/volume] in Serum,6714
LOINC,1984-4,Bromide [Mass/volume] in Serum or Plasma,11369
LOINC,604-9,Bacteria identified in Bronchial specimen by Aerobe culture,2074
LOINC,41172-8,Yeast.budding [#/area] in Urine sediment by Microscopy high power field,5096
LOINC,21033-6,Yeast.budding [Presence] in Urine sediment,3014
LOINC,12515-3,Carcinoembryonic Ag [Mass/volume] in Body fluid,4223
LOINC,21654-9,CFTR gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,2404
LOINC,38404-0,CFTR gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,2861
LOINC,4532-8,Complement total hemolytic CH50 [Units/volume] in Serum or Plasma,1521
LOINC,41806-1,CT Abdomen,8759
LOINC,39156-5,Body mass index (BMI) [Ratio],47
LOINC,8277-6,Body surface area,382
LOINC,85151-9,XR Bone age,-1
LOINC,93494-3,Buprenorphine [Presence] in Urine by Screen method,-1
LOINC,3415-7,Buprenorphine [Mass/volume] in Urine,958
LOINC,3414-0,Buprenorphine [Presence] in Urine,387
LOINC,6706-6,buPROPion [Mass/volume] in Serum or Plasma,8934
LOINC,3418-1,Butabarbital [Mass/volume] in Serum or Plasma,13471
LOINC,3419-9,Butabarbital [Presence] in Urine,8841
LOINC,5777-8,Cholesterol crystals [Presence] in Urine sediment by Light microscopy,7582
LOINC,29527-9,Citrate/Creatinine [Molar ratio] in Urine,9221
LOINC,37362-1,XR Bones Bone age Views,-1
LOINC,75358-2,Bacteria identified in Bone by Anaerobe+Aerobe culture,823
LOINC,6895-7,Butalbital [Mass/volume] in Serum or Plasma,7271
LOINC,1986-9,C peptide [Mass/volume] in Serum or Plasma,875
LOINC,48494-9,Complement C1 esterase inhibitor actual/normal in Serum or Plasma,3278
LOINC,14277-8,Neutrophil cytoplasmic Ab.classic [Titer] in Serum by Immunofluorescence,2047
LOINC,15888-1,Deprecated Octopus IgE Ab RAST class [Presence] in Serum,-1
LOINC,32637-1,Urease [Presence] in Tissue,2250
LOINC,60258-1,Bacteria identified in Bone marrow by Culture,6453
LOINC,39822-2,NM Bone marrow Limited Views,-1
LOINC,5838-8,Cytomegalovirus [Presence] in Specimen by Organism specific culture,3581
LOINC,13359-5,Character of Semen,3653
LOINC,36685-6,XR Ankle - left AP and Lateral,-1
LOINC,46390-1,XR Ankle - left GE 3 Views,-1
LOINC,1825-9,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma,1077
LOINC,32769-2,Alpha 1 antitrypsin phenotype [Interpretation] in Serum or Plasma,1457
LOINC,2865-4,Alpha 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,355
LOINC,13972-5,Alpha 1 globulin/Protein.total in Cerebral spinal fluid by Electrophoresis,8303
LOINC,13975-8,Alpha 2 globulin/Protein.total in Cerebral spinal fluid by Electrophoresis,8341
LOINC,2868-8,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,357
LOINC,1835-8,Alpha-2-Macroglobulin [Mass/volume] in Serum or Plasma,2573
LOINC,22656-3,Arginine [Moles/volume] in Cerebral spinal fluid,8745
LOINC,32227-1,Argininosuccinate [Moles/volume] in Serum or Plasma,2880
LOINC,5587-1,Arsenic [Mass/time] in 24 hour Urine,3872
LOINC,5583-0,Arsenic [Mass/volume] in Blood,2408
LOINC,5586-3,Arsenic [Mass/volume] in Urine,4473
LOINC,8478-0,Mean blood pressure,327
LOINC,1833-3,Alpha-1-Fetoprotein [Mass/volume] in Cerebral spinal fluid,6324
LOINC,27921-6,Alpha hydroxyalprazolam [Mass/volume] in Serum or Plasma,9254
LOINC,53816-5,Alpha hydroxytriazolam [Mass/volume] in Serum,7580
LOINC,13978-2,Alpha 1 globulin/Protein.total in Serum or Plasma by Electrophoresis,1814
LOINC,13990-7,Alpha 1 globulin/Protein.total in Urine by Electrophoresis,1909
LOINC,26387-1,XR Ankle - right 2 Views,-1
LOINC,37665-7,XR Ankle - right 3 Views,-1
LOINC,8480-6,Systolic blood pressure,3
SNOMED CT,441000124107,Hemodialysis access site patent (finding),-1
SNOMED CT,405044002,Hemodialysis access site status (observable entity),-1
LOINC,6022-8,Ascaris sp IgE Ab [Units/volume] in Serum,12277
LOINC,26603-1,Asparagine [Moles/volume] in Cerebral spinal fluid,8681
LOINC,22655-5,Aspartate [Moles/volume] in Cerebral spinal fluid,8684
LOINC,44099-0,Galactomannan Ag [Presence] in Serum or Plasma by Immunoassay,1907
LOINC,26098-4,XR Ankle - left Views,6830
LOINC,13981-6,Alpha 2 globulin/Protein.total in Serum or Plasma by Electrophoresis,1808
LOINC,13993-1,Alpha 2 globulin/Protein.total in Urine by Electrophoresis,1878
LOINC,78317-5,Gastroenterology procedure note,-1
LOINC,26599-1,Anserine [Moles/volume] in Serum or Plasma,2872
LOINC,26588-4,Anserine [Moles/volume] in Cerebral spinal fluid,8775
LOINC,23820-4,Aspergillus flavus Ab [Presence] in Serum by Immune diffusion (ID),3291
LOINC,23821-2,Aspergillus fumigatus Ab [Presence] in Serum by Immune diffusion (ID),4297
LOINC,10894-4,Aspergillus niger Ab [Presence] in Serum by Immune diffusion (ID),5215
LOINC,69797-9,1-Hydroxymidazolam [Mass/volume] in Serum or Plasma,9283
LOINC,3312-6,ALPRAZolam [Mass/volume] in Serum or Plasma,7536
LOINC,26951-4,Alternaria alternata IgG Ab [Mass/volume] in Serum,9457
LOINC,38101-2,XR Kidney Views W contrast antegrade,-1
LOINC,5043-5,Adrenal Ab [Titer] in Serum by Immunofluorescence,7917
LOINC,5052-6,Aspergillus sp Ab [Presence] in Serum by Immune diffusion (ID),3055
SNOMED CT,370855008,Securing patient's records belongings and valuables,-1
LOINC,69981-9,Asthma action plan,6249
LOINC,82674-3,Asthma Control Test [ACT],-1
LOINC,82668-5,Total score [ACT],-1
LOINC,37667-3,XR Ankle - right AP and Lateral,-1
LOINC,46347-1,XR Ankle - right GE 3 Views,-1
LOINC,6020-2,Alternaria alternata IgE Ab [Units/volume] in Serum,1176
LOINC,5574-9,Aluminum [Mass/volume] in Serum or Plasma,4306
LOINC,5577-2,Aluminum [Mass/volume] in Urine,13327
LOINC,35669-1,Amikacin [Mass/volume] in Serum or Plasma,4678
LOINC,3319-1,Amikacin [Mass/volume] in Serum or Plasma --peak,4527
LOINC,3321-7,Amikacin [Mass/volume] in Serum or Plasma --trough,3174
LOINC,51775-5,Chromatin Ab [Units/volume] in Serum or Plasma,1610
LOINC,13952-7,Hepatitis B virus core Ab [Presence] in Serum or Plasma by Immunoassay,725
LOINC,47301-7,Ribosomal P Ab [Units/volume] in Serum by Immunoassay,2706
LOINC,14030-1,Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum by Immunoassay,2184
LOINC,735-1,Variant lymphocytes/100 leukocytes in Blood by Manual count,773
LOINC,13518-6,Variant lymphocytes/100 leukocytes in Body fluid by Manual count,3850
LOINC,28059-4,7-Aminoclonazepam [Mass/volume] in Serum or Plasma,8898
LOINC,3330-8,Amiodarone [Mass/volume] in Serum or Plasma,4679
LOINC,3333-2,Amitriptyline [Mass/volume] in Serum or Plasma,4462
LOINC,5077-3,Centromere Ab [Titer] in Serum by Immunofluorescence,4453
LOINC,8068-9,Centromere Ab [Units/volume] in Serum,2164
LOINC,14207-5,Streptococcal DNAse B [Titer] in Serum,3582
LOINC,13951-9,Hepatitis A virus Ab [Presence] in Serum by Immunoassay,687
LOINC,13950-1,Hepatitis A virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,577
LOINC,69367-1,Bordetella pertussis IgG Ab [Presence] in Serum by Immunoblot,5739
LOINC,32577-9,Bartonella quintana IgG Ab [Presence] in Serum,7348
LOINC,32578-7,Bartonella quintana IgM Ab [Presence] in Serum,7561
LOINC,24541-5,XR Ankle Views,-1
LOINC,5766-1,Ammonium urate crystals [Presence] in Urine sediment by Light microscopy,3268
LOINC,19171-8,Alpha-1-Fetoprotein [Units/volume] in Amniotic fluid,15040
LOINC,3338-1,Amobarbital [Mass/volume] in Serum or Plasma,6931
LOINC,3339-9,Amobarbital [Presence] in Urine,7010
LOINC,13955-0,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,393
LOINC,44448-9,Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,1021
LOINC,44449-7,Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,1027
LOINC,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,965
LOINC,4821-5,HLA-B27 [Presence],2618
LOINC,37185-6,RF Ankle - left Arthrogram,-1
LOINC,55368-5,Crystals.amorphous [#/area] in Urine sediment by Microscopy high power field,2341
LOINC,60340-7,Crystals.amorphous [Presence] in Urine sediment by Light microscopy,728
LOINC,12453-7,Phosphate crystals amorphous [Presence] in Urine sediment by Light microscopy,2499
LOINC,12454-5,Urate crystals amorphous [Presence] in Urine sediment by Light microscopy,959
LOINC,40727-0,Hepatitis D virus Ab [Presence] in Serum by Immunoassay,4431
LOINC,43231-0,Histone Ab [Units/volume] in Serum by Immunoassay,3520
LOINC,35333-4,Jo-1 extractable nuclear Ab [Units/volume] in Serum by Immunoassay,1856
LOINC,49503-6,Neutrophil cytoplasmic Ab.perinuclear.atypical [Titer] in Serum by Immunofluorescence,2794
SNOMED CT,32921008,Audiogram (procedure),-1
LOINC,68636-0,Audiology Note,-1
LOINC,26955-5,Aureobasidium pullulans IgG Ab [Mass/volume] in Serum,9637
LOINC,38199-6,Intrinsic PEEP Respiratory system,18367
LOINC,37942-0,RF Ankle - right Arthrogram,-1
LOINC,37183-1,RF Ankle Arthrogram,-1
LOINC,3348-0,Amphetamines [Presence] in Serum or Plasma,5788
LOINC,19343-3,Amphetamine [Presence] in Urine by Screen method,452
LOINC,19344-1,Amphetamine [Presence] in Urine by Confirmatory method,3188
LOINC,3349-8,Amphetamines [Presence] in Urine,349
LOINC,16369-1,Amphetamines [Presence] in Urine by Confirmatory method,3196
LOINC,45142-7,Sjogrens syndrome-B extractable nuclear Ab [Units/volume] in Serum by Immunoassay,1716
LOINC,14251-3,Mitochondria M2 IgG Ab [Units/volume] in Serum,1596
LOINC,5247-2,Mitochondria Ab [Titer] in Serum by Immunofluorescence,1283
LOINC,41617-2,Neutrophil Ab [Presence] in Serum by Flow cytometry (FC),4571
LOINC,32032-5,Phosphatidylserine IgG Ab [Units/volume] in Serum by Immunoassay,5563
LOINC,44447-1,Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum or Plasma by Immunoassay,1196
LOINC,1798-8,Amylase [Enzymatic activity/volume] in Serum or Plasma,269
LOINC,32033-3,Phosphatidylserine IgM Ab [Units/volume] in Serum by Immunoassay,5564
LOINC,46267-1,Proteinase 3 Ab [Units/volume] in Serum by Immunoassay,2611
LOINC,51928-0,Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum by Immunoassay,2115
LOINC,33569-5,Sjogrens syndrome-A extractable nuclear Ab [Units/volume] in Serum by Immunoassay,1752
LOINC,5358-7,Smooth muscle Ab [Titer] in Serum by Immunofluorescence,1080
LOINC,5370-2,Streptolysin O Ab [Units/volume] in Serum or Plasma,1683
LOINC,43441-5,Bacteria identified in Bronchoalveolar lavage by Aerobe culture,533
LOINC,21821-4,"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript [Presence] in Blood or Tissue by Molecular genetics method",3813
LOINC,26578-5,Beta alanine/Creatinine [Molar ratio] in Urine,12515
LOINC,76630-3,Amylase [Enzymatic activity/volume] in Blood,-1
LOINC,1795-4,Amylase [Enzymatic activity/volume] in Body fluid,1225
LOINC,1805-1,Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma,2495
LOINC,53935-3,Clostridium tetani toxoid IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,2538
LOINC,26975-3,SCL-70 extractable nuclear Ab [Units/volume] in Serum by Immunoassay,2197
LOINC,5130-0,DNA double strand Ab [Units/volume] in Serum,770
LOINC,42201-4,DNA single strand IgG Ab [Units/volume] in Serum by Immunoassay,9214
LOINC,888-8,Blood group antibodies identified in Serum or Plasma,1920
LOINC,32575-3,Bartonella henselae IgG Ab [Presence] in Serum,7169
LOINC,32576-1,Bartonella henselae IgM Ab [Presence] in Serum,7011
LOINC,29723-4,Bordetella parapertussis DNA [Presence] in Specimen by NAA with probe detection,1022
LOINC,42328-5,Bordetella pertussis IgA Ab [Units/volume] in Serum by Immunoassay,5795
LOINC,42330-1,Bordetella pertussis IgG Ab [Units/volume] in Serum by Immunoassay,5205
LOINC,7656-2,Raspberry IgE Ab [Units/volume] in Serum,8179
LOINC,7129-0,Red Kidney Bean IgE Ab [Units/volume] in Serum,5596
LOINC,6229-9,Rhizopus nigricans IgE Ab [Units/volume] in Serum,5977
LOINC,6230-7,Rice IgE Ab [Units/volume] in Serum,2263
LOINC,6232-3,Rough Marsh Elder IgE Ab [Units/volume] in Serum,2042
LOINC,6233-1,Rough Pigweed IgE Ab [Units/volume] in Serum,-1
LOINC,6237-2,Salmon IgE Ab [Units/volume] in Serum,2705
LOINC,7691-9,Scallop IgE Ab [Units/volume] in Serum,1987
LOINC,6242-2,Sesame Seed IgE Ab [Units/volume] in Serum,1948
LOINC,6244-8,Sheep Sorrel IgE Ab [Units/volume] in Serum,1740
LOINC,6085-5,Common Ragweed IgE Ab [Units/volume] in Serum,1339
LOINC,1797-0,Amylase [Enzymatic activity/volume] in Peritoneal fluid,5844
LOINC,1796-2,Amylase [Enzymatic activity/volume] in Pleural fluid,4191
LOINC,1809-3,Amylase.salivary [Enzymatic activity/volume] in Serum or Plasma,5624
LOINC,48996-3,Amylase.pancreatic [Enzymatic activity/volume] in Body fluid,-1
LOINC,6246-3,Shrimp IgE Ab [Units/volume] in Serum,1532
LOINC,6248-9,Soybean IgE Ab [Units/volume] in Serum,1261
LOINC,6856-9,Spinach IgE Ab [Units/volume] in Serum,7902
LOINC,6257-0,Strawberry IgE Ab [Units/volume] in Serum,3452
LOINC,7627-3,Sweet potato IgE Ab [Units/volume] in Serum,8276
LOINC,6261-2,Sweet Vernal grass IgE Ab [Units/volume] in Serum,5461
LOINC,6262-0,Swine epithelium IgE Ab [Units/volume] in Serum,11372
LOINC,6264-6,Tea IgE Ab [Units/volume] in Serum,8281
LOINC,7737-0,Thyme IgE Ab [Units/volume] in Serum,12115
LOINC,6266-1,Tomato IgE Ab [Units/volume] in Serum,1964
LOINC,1810-1,Amylase/Creatinine [Mass Ratio] in Serum or Plasma,-1
LOINC,33915-0,Anabasine [Mass/volume] in Urine,3099
LOINC,635-3,Bacteria identified in Specimen by Anaerobe culture,391
LOINC,94664-0,Anticipated discharge date,-1
LOINC,6270-3,Tuna IgE Ab [Units/volume] in Serum,2225
LOINC,6273-7,Walnut IgE Ab [Units/volume] in Serum,1298
LOINC,33982-0,California Walnut Pollen IgE Ab [Units/volume] in Serum,2743
LOINC,6276-0,Wheat IgE Ab [Units/volume] in Serum,1257
LOINC,6278-6,White Ash IgE Ab [Units/volume] in Serum,1850
LOINC,6280-2,Whitefaced Hornet IgE Ab [Units/volume] in Serum,3918
LOINC,6281-0,White mulberry IgE Ab [Units/volume] in Serum,1731
LOINC,6282-8,Eastern White Pine IgE Ab [Units/volume] in Serum,4482
LOINC,6288-5,Yellow Hornet IgE Ab [Units/volume] in Serum,3946
LOINC,1854-9,Androstenedione [Mass/volume] in Serum or Plasma,2033
LOINC,1868-9,Antithrombin Ag [Mass/volume] in Platelet poor plasma by Immunoassay,5809
LOINC,27812-7,Antithrombin Ag actual/normal in Platelet poor plasma by Immunoassay,2912
LOINC,8890-6,Heart rate Cardiac apex by Auscultation,12114
SNOMED CT,1023001,Apnea (finding),-1
LOINC,60821-6,Apnea duration,-1
LOINC,89272-9,Oxygen saturation in Arterial blood by Pulse oximetry --during apnea,-1
LOINC,1883-8,Apolipoprotein A [Mass/volume] in Serum or Plasma,7223
LOINC,1869-7,Apolipoprotein A-I [Mass/volume] in Serum or Plasma,1619
LOINC,36295-4,XR Ankle - bilateral 3 Views,-1
LOINC,48480-8,XR Ankle - bilateral GE 3 Views,-1
LOINC,26097-6,XR Ankle - bilateral Views,-1
LOINC,6740-5,Yellow Jacket IgE Ab [Units/volume] in Serum,3876
LOINC,6179-6,Mouse epithelium IgE Ab [Units/volume] in Serum,2767
LOINC,22670-4,Alloisoleucine [Moles/volume] in Serum or Plasma,2877
LOINC,11207-8,Alpha-1-Fetoprotein [Mass/volume] in Body fluid,6809
LOINC,34750-0,Anesthesiology Note,-1
LOINC,66748-5,Clot angle in Blood by Thromboelastography,3532
LOINC,1884-6,Apolipoprotein B [Mass/volume] in Serum or Plasma,1664
LOINC,26386-3,XR Ankle - left 2 Views,8721
LOINC,33037-3,Anion gap in Serum or Plasma,95
LOINC,702-1,Anisocytosis [Presence] in Blood by Light microscopy,317
LOINC,36830-8,CTA Head vessels W contrast IV,-1
LOINC,30593-8,CTA Head vessels WO and W contrast IV,-1
LOINC,30616-7,CT Pelvis WO and W contrast IV,-1
LOINC,30620-9,CT Lumbar spine WO contrast,8227
LOINC,24812-0,CT Guidance for biopsy of Liver,-1
LOINC,36768-0,CT Guidance for percutaneous biopsy of Muscle,-1
LOINC,24932-6,CT Cervical spine,9045
LOINC,24933-4,CT Cervical spine W contrast IV,-1
LOINC,30615-9,CT Pelvis WO contrast,10929
LOINC,36401-8,CT Cervical spine WO and W contrast IV,-1
LOINC,35971-1,CT Lower extremity,10006
LOINC,30592-0,CT Cervical spine WO contrast,5370
LOINC,24628-0,CT Chest W contrast IV,5292
LOINC,36398-6,CT Sinuses WO and W contrast IV,-1
LOINC,35973-7,CT Lower extremity - bilateral,-1
LOINC,36164-2,CT Lower extremity - left W contrast IV,-1
LOINC,41808-7,CT Maxillofacial region,12981
LOINC,36529-6,CT Sinuses WO contrast,-1
LOINC,48449-3,CT Orbit W contrast IV,-1
LOINC,48451-9,CT Orbit WO and W contrast IV,-1
LOINC,24978-9,CT Thoracic spine,10982
LOINC,36290-5,CT Lower extremity - left WO and W contrast IV,-1
LOINC,30801-5,CT Maxillofacial region W contrast IV,-1
LOINC,24979-7,CT Thoracic spine W contrast IV,-1
LOINC,36452-1,CT Lower extremity - left WO contrast,-1
LOINC,24627-2,CT Chest,3726
LOINC,30803-1,CT Maxillofacial region WO and W contrast IV,-1
LOINC,36166-7,CT Lower extremity - right W contrast IV,-1
LOINC,30598-7,CT Chest WO and W contrast IV,-1
LOINC,29252-4,CT Chest WO contrast,6663
LOINC,30802-3,CT Maxillofacial region WO contrast,6460
LOINC,35981-0,CT Upper extremity,8425
LOINC,36292-1,CT Lower extremity - right WO and W contrast IV,-1
LOINC,30804-9,CTA Chest vessels WO and W contrast IV,9208
LOINC,36403-4,CT Thoracic spine WO and W contrast IV,-1
LOINC,37440-5,CT Lung parenchyma W contrast IV,-1
LOINC,36234-3,CTA Neck vessels W contrast IV,-1
LOINC,36051-1,CT Neck,7147
LOINC,36454-7,CT Lower extremity - right WO contrast,-1
LOINC,30624-1,CT Lower extremity W contrast IV,-1
LOINC,36288-9,CT Lower extremity WO and W contrast IV,-1
LOINC,37439-7,CT Lung parenchyma,6479
LOINC,36235-0,CT Neck W contrast IV,7642
LOINC,36169-1,CT Upper extremity - left W contrast IV,-1
LOINC,30625-8,CT Lower extremity WO contrast,11389
LOINC,30807-2,CTA Lower extremity vessels WO and W contrast IV,-1
LOINC,87863-7,CT Abdomen WO and CT Chest and Abdomen W contrast IV,-1
LOINC,42275-8,CT Chest and Abdomen W contrast IV,-1
LOINC,42276-6,CT Chest and Abdomen WO contrast,-1
LOINC,30580-5,CT Guidance for fine needle aspiration of Unspecified body region,-1
LOINC,30586-2,CT Neck WO and W contrast IV,3143
LOINC,30597-9,CT Thoracic spine WO contrast,10033
LOINC,36424-0,CT Abdomen WO contrast,7972
LOINC,24823-7,CT Guidance for biopsy of Lung,-1
LOINC,89622-5,CT Guidance for fluid aspiration of Peritoneal space,-1
LOINC,36514-8,CT Neck WO contrast,3930
LOINC,36828-2,CTA Abdominal vessels W contrast IV,-1
LOINC,35903-4,CT Guidance for biopsy of Prostate,-1
LOINC,42279-0,CT Guidance for biopsy of Kidney,-1
LOINC,24725-4,CT Head,7770
LOINC,36449-7,CT Lower extremity - bilateral WO contrast,-1
LOINC,24727-0,CT Head W contrast IV,-1
LOINC,24865-8,CT Pelvis,7048
LOINC,24964-9,CT Lumbar spine W contrast IV,-1
LOINC,36402-6,CT Lumbar spine WO and W contrast IV,-1
LOINC,24726-2,CT Head WO and W contrast IV,9695
LOINC,24866-6,CT Pelvis W contrast IV,6504
LOINC,69908-2,CTA Abdominal vessels and Pelvis vessels W contrast IV,-1
